,Unnamed: 0,param_initialization,optimizer,qaoa_variant,warm_start,backend_mode,depth,lagrangian_multiplier,amount_shots,max_tol,vertexcover,graph_size,graph_name,time_elapsed,quantum_func_evals,obj_func_evolution,quantum_solution,quantum_obj_value,classic_solution,classic_value,final_params,percent_measure_optimal,ratio
10,10,gaussian,RI,vanilla,False,statevector,2,2,5000,1e-08,False,5,>>graph6<<Dv[,0.3289933204650879,50,"[np.float64(0.36046570340396533), np.float64(0.017708876953517437), np.float64(0.033595851309858954), np.float64(0.3550860432969378), np.float64(0.22364226742722182), np.float64(0.3714898494213593), np.float64(-0.2655047970023115), np.float64(0.19892616408838049), np.float64(0.10672279179159591), np.float64(-0.5201109799082901), np.float64(-0.8094437262202299), np.float64(1.3085021426305516), np.float64(-0.34817533143461965), np.float64(-0.2916804917837288), np.float64(-0.48994406125666473), np.float64(2.4238431316278994), np.float64(0.05716254143896697), np.float64(0.9423891187609057), np.float64(0.23447414198028443), np.float64(0.1264603344683196), np.float64(0.3609435469433927), np.float64(-0.10251711041794244), np.float64(0.7270964063327292), np.float64(-0.4515059436642599), np.float64(0.29871733274054), np.float64(2.0874110701241007), np.float64(0.8262905405477675), np.float64(0.5980480704060124), np.float64(0.9447472014077714), np.float64(1.0076401197534455), np.float64(1.08266454063447), np.float64(-0.22155189532372474), np.float64(-0.20472304518419807), np.float64(0.6342954184292366), np.float64(2.0879917641173624), np.float64(0.5742766502044601), np.float64(-0.7266145427303468), np.float64(0.2550268740196406), np.float64(-1.2149388801613819), np.float64(1.6771443297746347), np.float64(0.05028248427878229), np.float64(0.1519526892311348), np.float64(-0.18689150842868055), np.float64(1.95319910182707), np.float64(0.40449161349410745), np.float64(1.4891465535365123), np.float64(-0.2501818881086364), np.float64(-0.6750287580850161), np.float64(-0.16229799015784044), np.float64(0.7835421764270121)]","[1, 1, 0, 0, 0]",6.0,"[1.0, 1.0, 0, 0, 0]",6.0,[2.66037083 1.72922456 2.64673869 0.76548431],0.5192386803763948,1.0
11,11,gaussian,RI,vanilla,False,statevector,10,2,5000,1e-08,False,5,>>graph6<<DxK,0.863436222076416,50,"[np.float64(-0.15056484251309493), np.float64(0.3340658941341918), np.float64(-0.048318624854242626), np.float64(0.11811788781350545), np.float64(0.2568568900973026), np.float64(0.31818065023843595), np.float64(0.8844847258405384), np.float64(1.1041670978340372), np.float64(1.33934719205531), np.float64(0.05173780533475619), np.float64(1.9120566165850326), np.float64(0.275753964677554), np.float64(-0.1395879155025104), np.float64(0.4616163177398037), np.float64(1.3810823670561465), np.float64(-0.971385006934952), np.float64(0.2901682647864403), np.float64(0.7625231172003099), np.float64(0.3143343178194285), np.float64(1.758557688241601), np.float64(-0.30432227728523176), np.float64(-0.214871796692763), np.float64(1.2248810558219194), np.float64(0.21784565867706507), np.float64(0.953160453781531), np.float64(-0.23992735496047157), np.float64(0.261012107771475), np.float64(1.5409270097297165), np.float64(-0.24764028964130885), np.float64(0.0015629940423264599), np.float64(-0.11547243260562369), np.float64(0.10902372028612581), np.float64(-0.6426589322509592), np.float64(-0.5745980995274775), np.float64(1.6253400375144793), np.float64(1.0658596497173722), np.float64(0.4710505156884688), np.float64(-0.43666587350028263), np.float64(-0.44750304837372656), np.float64(1.5375497046604205), np.float64(0.3286732346857042), np.float64(0.3855864619654545), np.float64(0.2124245098440135), np.float64(0.5206820145560744), np.float64(1.0656378934165733), np.float64(0.11289321879282271), np.float64(0.7862834794466741), np.float64(0.15324723282888486), np.float64(0.034267916257279984), np.float64(0.24543105516406827)]","[1, 1, 1, 1, 0]",4.0,"[1.0, 1.0, 0, 0, 0]",4.0,"[4.86913836 3.13850006 5.54398677 0.70414909 2.97843293 0.801674
 2.40143872 1.78496837 2.71617121 2.24792884 0.71705799 1.49574565
 0.16240569 2.32323309 1.29174844 2.14580232 3.01207754 1.92439691
 6.13125005 2.9978342 ]",0.9869899428831372,1.0
12,12,gaussian,RI,vanilla,False,statevector,10,2,5000,1e-08,False,5,>>graph6<<DbS,1.2116496562957764,50,"[np.float64(0.6702807433501764), np.float64(-0.047702852505363824), np.float64(0.20069239650475748), np.float64(-0.15854430912257883), np.float64(0.41552730461210086), np.float64(0.7754503825618918), np.float64(0.3793606727587117), np.float64(0.3361786600921505), np.float64(-0.2701069765617391), np.float64(-0.1222119862743494), np.float64(0.4353665202917481), np.float64(0.31629941545389706), np.float64(0.4539110610171606), np.float64(-0.26478355564535894), np.float64(0.30007091358902727), np.float64(-0.140533902270704), np.float64(0.17235047445095958), np.float64(0.15209756630836685), np.float64(0.854669496156854), np.float64(-0.4484019283961056), np.float64(-0.36835360921498145), np.float64(0.4556508898525613), np.float64(-0.37331130345467567), np.float64(0.27557006212038915), np.float64(-0.19897094961708445), np.float64(0.4971792051557967), np.float64(-0.5345645438847894), np.float64(-0.5376985249423049), np.float64(-0.26896702288398666), np.float64(0.4086542135237794), np.float64(0.1494671029976003), np.float64(0.19828911035502436), np.float64(0.5983577158912833), np.float64(-0.24943362217756934), np.float64(0.3192366752334163), np.float64(0.3967204817295197), np.float64(-0.17196103056132228), np.float64(0.6214715854013682), np.float64(-0.2849218628105155), np.float64(-0.12742920491660986), np.float64(0.4817767637492904), np.float64(0.3251623137709675), np.float64(-0.289106651051378), np.float64(0.6072657542509046), np.float64(-0.14536352613345307), np.float64(0.13661617731213016), np.float64(-0.07619517618072957), np.float64(-0.06408765151610823), np.float64(-0.170210531501066), np.float64(-0.36100998075448143)]","[1, 0, 0, 1, 0]",4.0,"[1.0, 1.0, 1.0, 0, 0]",4.0,"[4.85308317 2.3866094  4.82536901 0.38690378 3.51860389 1.98200135
 0.85442116 0.60631564 4.89525951 0.40287061 2.10638845 1.04996135
 0.82994474 1.89489847 1.66634807 2.18136592 2.34208129 1.0362173
 3.96426033 0.42660969]",0.4114579070118802,1.0
13,13,gaussian,RI,vanilla,False,statevector,10,2,5000,1e-08,False,5,>>graph6<<DxK,2.497276306152344,50,"[np.float64(1.0943771278613426), np.float64(-0.4211899740405998), np.float64(0.14818338044959092), np.float64(-0.261824771344724), np.float64(-0.39412278752468677), np.float64(0.41724465653250636), np.float64(0.010564345161155952), np.float64(0.4594375495693655), np.float64(0.18706080820603904), np.float64(1.3360689097942966), np.float64(0.9909701321596686), np.float64(1.5640708767267886), np.float64(1.445293974812817), np.float64(0.7180157649370065), np.float64(0.10446992408913693), np.float64(0.07102658691465755), np.float64(0.9013550244528167), np.float64(0.7782066173487597), np.float64(0.623278800122353), np.float64(0.48322007761950625), np.float64(0.30304300877738477), np.float64(0.4675283583161175), np.float64(0.10433094597162114), np.float64(-0.18592795098244388), np.float64(1.0138866233697192), np.float64(1.7946618672274357), np.float64(0.813732090813388), np.float64(-0.2096700537453247), np.float64(-0.5516671865786397), np.float64(0.7153262971082457), np.float64(0.9475784336534245), np.float64(0.44224372862087813), np.float64(0.29384010510570385), np.float64(-0.24291688196036096), np.float64(-0.4352256177852832), np.float64(0.5281163631789201), np.float64(0.7241300577569451), np.float64(1.005073887872345), np.float64(-0.06524344950104563), np.float64(-0.18841322697458443), np.float64(0.49644576171056304), np.float64(1.1023056660583672), np.float64(0.7503809803718692), np.float64(-0.009760150280452629), np.float64(0.7369530417001162), np.float64(0.24043253662843275), np.float64(0.04474939429206254), np.float64(0.5683752331001942), np.float64(0.018129237639817858), np.float64(-0.47047286131726906)]","[1, 1, 1, 0, 0]",4.0,"[1.0, 1.0, 0, 0, 0]",4.0,"[3.25466951e-01 4.34981797e-01 2.82115188e+00 6.40358458e-05
 5.51778163e+00 2.44842322e+00 5.36438546e+00 2.10661589e-03
 7.29217506e-01 2.81441276e-01 2.49726570e+00 2.31820699e+00
 2.30496425e+00 1.19347173e+00 5.28580419e+00 1.30135798e+00
 1.24282083e+00 3.00375519e+00 4.20537888e+00 2.85805322e-01]",0.8060380824314013,1.0
14,14,gaussian,RI,vanilla,False,statevector,2,2,5000,1e-08,False,5,>>graph6<<DbS,0.2509660720825195,50,"[np.float64(-0.5464490107904427), np.float64(-0.4534806715888643), np.float64(-0.4317356531054892), np.float64(0.8081419851735298), np.float64(0.45517518571269294), np.float64(0.5393729661136024), np.float64(-0.20265371572020818), np.float64(-0.5329759716941798), np.float64(-0.4352171809569787), np.float64(1.0310280613694205), np.float64(-0.28379201593491626), np.float64(0.9838282087749741), np.float64(-0.10629430905210448), np.float64(0.73724225723077), np.float64(-0.33686796576539185), np.float64(-0.17355335967331334), np.float64(0.22036901457761898), np.float64(0.4843450505412088), np.float64(-0.07014940879565496), np.float64(-0.6055425963735331), np.float64(0.9256512949075343), np.float64(-0.7091279260470277), np.float64(0.45608184719717815), np.float64(-0.6604284255922392), np.float64(-0.11439764226953605), np.float64(0.9237562861087341), np.float64(0.030771416585536795), np.float64(-0.44537873470636713), np.float64(0.30695313042198413), np.float64(0.3068006455521148), np.float64(-0.6454305569154841), np.float64(0.14324406046823215), np.float64(0.3209309232234468), np.float64(-0.39622985994345594), np.float64(-0.5443380333388184), np.float64(-0.32131365605881984), np.float64(0.4139222237557821), np.float64(0.09668120819185463), np.float64(0.17067116130297516), np.float64(-0.30491873078265186), np.float64(0.35496233565992485), np.float64(0.5634768108741772), np.float64(-0.01283717007532087), np.float64(0.20204196256246312), np.float64(0.35461309947041986), np.float64(-0.8246013986396656), np.float64(0.0902240136851499), np.float64(-0.07841326647670852), np.float64(0.6553889745355286), np.float64(0.08972392961302658)]","[1, 1, 1, 0, 0]",4.0,"[1.0, 1.0, 1.0, 0, 0]",4.0,[4.24764713 3.13219772 0.73556448 0.9080088 ],0.5787512716317595,1.0
15,15,gaussian,RI,vanilla,False,statevector,2,2,5000,1e-08,False,5,>>graph6<<DxK,0.7973523139953613,50,"[np.float64(1.4120147953507107), np.float64(1.0700536368567661), np.float64(0.09408040013906696), np.float64(-0.5424345637174249), np.float64(-0.6443103965833205), np.float64(1.8541984355568801), np.float64(1.6624318294847233), np.float64(0.9595057987780798), np.float64(-0.18776984216026193), np.float64(0.7344596728221173), np.float64(0.6099694529306589), np.float64(1.3779445506541417), np.float64(0.30535249790432106), np.float64(1.020427971306764), np.float64(1.1307099902555022), np.float64(0.6117861865833037), np.float64(-0.6325393959929333), np.float64(0.2780466288175529), np.float64(-0.8642457835175079), np.float64(1.8056702912743188), np.float64(-0.4773625880628131), np.float64(0.19482917263640123), np.float64(0.6813903427416277), np.float64(0.4052912864009066), np.float64(0.7533236716213136), np.float64(-0.4584287213374262), np.float64(0.3975334429143512), np.float64(-0.6898021809022599), np.float64(0.21023294573899362), np.float64(0.44342855900398037), np.float64(0.7159633252417317), np.float64(0.9100250898482386), np.float64(1.0551902518998173), np.float64(-0.6502320396891552), np.float64(0.29155839370459724), np.float64(0.6480384877645519), np.float64(0.061378595248969804), np.float64(1.8215975619367641), np.float64(-0.19968899425814746), np.float64(0.18687442931446213), np.float64(0.42046329908318114), np.float64(1.7469328212839104), np.float64(0.6221012900827532), np.float64(1.6362560400806092), np.float64(0.4001031292356716), np.float64(0.9206961386219992), np.float64(0.3225641255619023), np.float64(-0.7529777088236754), np.float64(0.29995181852721453), np.float64(-0.1697031991647416)]","[1, 0, 1, 0, 0]",4.0,"[1.0, 1.0, 0, 0, 0]",4.0,[0.01394177 2.74686763 2.28843119 1.42972731],0.947480602199478,1.0
16,16,gaussian,RI,vanilla,False,statevector,10,2,5000,1e-08,False,5,>>graph6<<DbS,3.555530309677124,50,"[np.float64(0.04574241391600692), np.float64(0.3068646618844338), np.float64(0.5437001301162803), np.float64(-0.8471091045677324), np.float64(-0.22078847913782837), np.float64(-0.24772710209303234), np.float64(0.2787128210508277), np.float64(0.05519041254381765), np.float64(-0.21782058248590602), np.float64(-0.34530769962578944), np.float64(0.3549866450205207), np.float64(0.09808045722209613), np.float64(0.27051610992743225), np.float64(0.8485063593846733), np.float64(0.34956540526508334), np.float64(0.4379237509251451), np.float64(-0.6350802177234115), np.float64(1.0993395768271914), np.float64(0.6655708833283828), np.float64(1.0191582379388595), np.float64(0.5338601362509858), np.float64(-0.17969552038486536), np.float64(-0.09902211936069036), np.float64(0.5345909529078529), np.float64(0.2295464572242017), np.float64(-0.017477491969047493), np.float64(-0.18045131013994772), np.float64(-0.48628744451052064), np.float64(0.505465111266279), np.float64(-0.18172491701871105), np.float64(0.025815213002436832), np.float64(0.11766824588521026), np.float64(0.2734076838694933), np.float64(-0.5809265422834224), np.float64(0.39731465099251245), np.float64(0.009323808972595486), np.float64(0.09234724916444687), np.float64(0.15403658704255357), np.float64(-0.18585593786474097), np.float64(-0.07006979084600914), np.float64(0.1658271429772167), np.float64(-0.4360955251649882), np.float64(0.18505914137876808), np.float64(-0.04505496976276405), np.float64(0.07312351871636809), np.float64(-0.471352885715695), np.float64(0.0707289807854704), np.float64(0.1417366146086211), np.float64(0.4277623707349313), np.float64(-0.14751436584463312)]","[1, 1, 1, 0, 0]",4.0,"[1.0, 1.0, 1.0, 0, 0]",4.0,"[3.0650845  2.05975566 0.37050094 1.22156998 1.00223255 1.42495351
 0.98432002 2.47665528 2.98808866 1.02203475 5.66196948 2.66239344
 1.18641112 1.74987308 0.06332899 0.50893495 3.11755258 1.3627414
 4.39126816 1.43176264]",0.6652485891705429,1.0
17,17,gaussian,RI,vanilla,False,statevector,10,2,5000,1e-08,False,5,>>graph6<<DxK,3.442739725112915,50,"[np.float64(1.2632047560864292), np.float64(0.596455702137845), np.float64(1.3787241991435921), np.float64(0.2948762080292877), np.float64(0.8234829518305966), np.float64(0.3617303098580066), np.float64(-0.046994468443151985), np.float64(-0.5763805209970646), np.float64(1.2660078735030649), np.float64(1.560902796293011), np.float64(0.21679578804073873), np.float64(0.19146426225586455), np.float64(1.2552737290812193), np.float64(0.20547368769427524), np.float64(1.1496585459388093), np.float64(0.8065626947217173), np.float64(0.6490804227183254), np.float64(0.339117252654043), np.float64(-0.014037174751492132), np.float64(0.16054107022560932), np.float64(-0.05928953959526972), np.float64(-0.48698089188419963), np.float64(0.0910627428455918), np.float64(0.3858975920628599), np.float64(1.2260245761030404), np.float64(0.5107484577861762), np.float64(0.4306534358669604), np.float64(0.1764373312380834), np.float64(-0.21889613740578678), np.float64(0.7538200587781185), np.float64(-0.6004285440528132), np.float64(-0.6025805575645776), np.float64(-0.38126514410750567), np.float64(-0.2776828062205706), np.float64(1.4949336284203445), np.float64(0.20824249041039775), np.float64(0.013834840611519024), np.float64(-0.448455394062734), np.float64(0.9441085863775138), np.float64(-0.3952706946002025), np.float64(1.0349794498653007), np.float64(1.173990172876661), np.float64(0.2603992679474107), np.float64(0.5583241170104619), np.float64(0.03358848682575724), np.float64(-0.17463751293392055), np.float64(-0.15502365029380916), np.float64(0.637415627582237), np.float64(0.7116977538944784), np.float64(1.9195678419246005)]","[1, 1, 1, 1, 0]",4.0,"[1.0, 1.0, 0, 0, 0]",4.0,"[0.8577313  2.94298915 0.49644182 2.3756692  5.4375833  0.02411997
 0.54932924 1.95475965 2.84343365 0.44267758 3.33477404 2.30544676
 0.03302691 1.0273177  3.05337255 1.5114632  1.75875819 0.39793643
 1.25498934 0.70570561]",0.8087611407254238,1.0
18,18,gaussian,RI,vanilla,False,statevector,2,2,5000,1e-08,False,5,>>graph6<<DbS,0.8521993160247803,50,"[np.float64(1.0040646977901537), np.float64(-0.2537890884497209), np.float64(-0.1116910710526598), np.float64(-0.6682993431076558), np.float64(1.0005961206616092), np.float64(-0.9934720527325427), np.float64(0.6760757066648228), np.float64(0.2192091025397148), np.float64(0.12468347675176468), np.float64(0.47909788377663665), np.float64(-0.1785650908708104), np.float64(1.5355934435543102), np.float64(0.5645880885442931), np.float64(1.139912120661325), np.float64(0.1406478527630708), np.float64(0.044870639213071384), np.float64(0.4406623359786855), np.float64(-0.4805753375938664), np.float64(0.36068498847282465), np.float64(0.515834920757599), np.float64(0.6472596288447384), np.float64(-0.8903824554150775), np.float64(0.26933902376505336), np.float64(0.19726519520863878), np.float64(0.565010636439895), np.float64(-0.18468273678899183), np.float64(-0.8498902936266103), np.float64(0.2126436988633089), np.float64(0.9989072279546998), np.float64(0.14536475696408002), np.float64(-0.17313908072743223), np.float64(0.04053524394761077), np.float64(1.227118692606899), np.float64(-0.5318437824394533), np.float64(0.1904274525649708), np.float64(0.5034739176403019), np.float64(-0.6665461301373813), np.float64(-0.6559068151211978), np.float64(-0.3210005976960865), np.float64(-0.9090310794327982), np.float64(0.2866186252817041), np.float64(1.1542061717993577), np.float64(0.7039392542453871), np.float64(0.005689516819133655), np.float64(-0.37072848954822185), np.float64(0.3840490576401488), np.float64(-0.5577400116453715), np.float64(1.170887402629448), np.float64(0.8091743620295683), np.float64(-0.10091970926640818)]","[1, 0, 0, 1, 0]",4.0,"[1.0, 1.0, 1.0, 0, 0]",4.0,[5.22161198 1.25420442 5.97909977 1.89232164],0.6768854101687889,1.0
19,19,gaussian,RI,vanilla,False,statevector,2,2,5000,1e-08,False,5,>>graph6<<DxK,1.0509426593780518,50,"[np.float64(0.8573326518332379), np.float64(1.199128466138442), np.float64(-0.5351818214110846), np.float64(0.5916003794174489), np.float64(1.3216565487991965), np.float64(0.6610801010820482), np.float64(0.620029505754746), np.float64(0.23660176439526223), np.float64(1.2540903645404218), np.float64(1.0409324148035897), np.float64(0.02970741452430356), np.float64(0.2260633337765547), np.float64(1.8766562379584188), np.float64(1.2684238191581212), np.float64(-0.28044657909322807), np.float64(0.48867163320289975), np.float64(-0.27485221138113847), np.float64(0.13801703706027507), np.float64(-0.15450887567115823), np.float64(-0.390244102086111), np.float64(0.3687371934598118), np.float64(1.050523326795993), np.float64(-0.5181579737599274), np.float64(-0.43132753337035923), np.float64(0.743827533150046), np.float64(0.2683847869807171), np.float64(1.1778595430208392), np.float64(0.7301980704195907), np.float64(0.7272617995325047), np.float64(0.7050867273237977), np.float64(-0.8748201386639777), np.float64(0.6282098311170337), np.float64(1.5489800739397932), np.float64(0.7526648602564501), np.float64(-0.9222818658213069), np.float64(1.8309962542171405), np.float64(1.6819830996175538), np.float64(1.129349479272625), np.float64(-0.360431711262887), np.float64(0.40445508025478016), np.float64(1.6553239490679865), np.float64(0.47347259384410034), np.float64(1.0012084324800923), np.float64(0.8787061427455705), np.float64(0.09100600368890586), np.float64(0.7831902862754166), np.float64(0.34344485024100246), np.float64(-0.7578252193813166), np.float64(-0.9595587666566527), np.float64(0.4571432112873962)]","[0, 0, 1, 1, 0]",4.0,"[1.0, 1.0, 0, 0, 0]",4.0,[4.3439492  3.06940887 3.57159368 0.97084986],0.9816204381200572,1.0
20,20,gaussian,RI,vanilla,False,statevector,10,2,5000,1e-08,False,5,>>graph6<<Dv[,1.3184561729431152,50,"[np.float64(-0.3231350023008148), np.float64(-0.07214140775017913), np.float64(0.20709624818564437), np.float64(-0.04739953838800848), np.float64(0.6809040295826984), np.float64(2.458061542908178), np.float64(1.1782461831429645), np.float64(-0.33009690446238277), np.float64(-0.701816271514471), np.float64(0.4559204118135365), np.float64(0.6947976372623483), np.float64(0.5022912631792952), np.float64(-0.13568398872647663), np.float64(0.2784777892533152), np.float64(-0.10831225900988437), np.float64(0.23174410067567364), np.float64(-1.0011663413474805), np.float64(-0.18340951487408913), np.float64(0.5736642912787321), np.float64(-0.25448912044035227), np.float64(0.04470779971352512), np.float64(0.5407336417569029), np.float64(0.44414000553667704), np.float64(1.3184459472164853), np.float64(-0.0943640557170861), np.float64(0.5862399653202036), np.float64(-0.29341911731874115), np.float64(0.5022083887073329), np.float64(0.05400767989764088), np.float64(0.4314320396635283), np.float64(-0.45772916671520086), np.float64(-0.5360978683704539), np.float64(1.2185599142520604), np.float64(1.164130310011067), np.float64(-0.723522157016865), np.float64(0.11364038794570874), np.float64(1.1220071779506413), np.float64(1.2693526203006953), np.float64(-0.45199114852895483), np.float64(0.5486068659449932), np.float64(-0.029105996528294945), np.float64(0.0011280910442802439), np.float64(0.5252201283398625), np.float64(0.3860691269056843), np.float64(0.49968210207999125), np.float64(0.03027456936758336), np.float64(-0.17072389146283315), np.float64(-0.3987154916589606), np.float64(-0.4563073389573517), np.float64(0.749492232780858)]","[0, 0, 1, 1, 0]",6.0,"[1.0, 1.0, 0, 0, 0]",6.0,"[1.27224439 2.10262517 1.13976442 0.80975894 1.9452217  0.96987672
 5.40753616 1.12127619 2.23068616 1.69839861 1.31350546 2.15514133
 2.97824548 1.20704816 1.96129346 2.19866696 3.31147492 0.63385416
 5.27549529 1.35918636]",0.5170240023711424,1.0
21,21,gaussian,RI,vanilla,False,statevector,10,2,5000,1e-08,False,5,>>graph6<<Dv[,2.109337568283081,50,"[np.float64(1.3206414834762923), np.float64(1.2817811493487699), np.float64(-0.06893582301606371), np.float64(0.25692574342409946), np.float64(-0.3066259310319086), np.float64(0.0736353750170046), np.float64(0.039558509667873), np.float64(-0.47379377405894296), np.float64(0.3520845760890943), np.float64(-0.8771603125344174), np.float64(1.1135660638714069), np.float64(-0.6734683561937478), np.float64(-0.3464443127090068), np.float64(-0.6393696894130093), np.float64(0.07033984755313744), np.float64(1.263822456928659), np.float64(0.9147286504301229), np.float64(-0.552533567447253), np.float64(0.714824037123272), np.float64(-0.8761117240686238), np.float64(1.1406271337633702), np.float64(0.8353849374814728), np.float64(1.92866707123343), np.float64(0.4530948077704936), np.float64(-0.018286410651769586), np.float64(0.2390922621814386), np.float64(0.10203411856027901), np.float64(0.6139517691706354), np.float64(-0.48055765187742894), np.float64(0.567647077940116), np.float64(0.4590336873586235), np.float64(1.0103642484155329), np.float64(-0.14872912340332228), np.float64(0.03467966366697889), np.float64(-0.5005114697104003), np.float64(-0.1844675445772886), np.float64(-0.5610359436337402), np.float64(-0.2847983242863189), np.float64(0.8589038801998815), np.float64(0.5040259015321363), np.float64(1.548916096122776), np.float64(-0.12289235999324061), np.float64(-0.24365775347083565), np.float64(1.6018407368726089), np.float64(0.5482649301874432), np.float64(0.8201009054814469), np.float64(-0.36503836069240814), np.float64(0.7293608177642715), np.float64(0.8177834196560861), np.float64(-0.5356280783075175)]","[1, 1, 1, 0, 0]",5.0,"[1.0, 1.0, 0, 0, 0]",6.0,"[1.41346327 1.36724385 5.44674497 1.12289037 1.05784437 0.14736771
 2.08523137 0.95273823 4.25624506 3.06811087 1.36688139 1.11866631
 5.81340046 0.83105097 4.91076091 1.37614349 4.65090575 2.62523671
 3.02348357 0.51496187]",0.2292689128049769,0.8333333333333334
22,22,gaussian,RI,vanilla,False,statevector,10,2,5000,1e-08,False,5,>>graph6<<DbS,2.955033540725708,50,"[np.float64(-0.4413809844171597), np.float64(-0.14349551837242402), np.float64(-0.289789809778436), np.float64(0.10906586616965509), np.float64(-0.17588587770171052), np.float64(0.1797154605558905), np.float64(0.314640511896762), np.float64(-0.2541681780852044), np.float64(0.4284329483937701), np.float64(0.17673796783726758), np.float64(0.014580879548572984), np.float64(-0.25587066457453284), np.float64(0.0578754426560279), np.float64(-0.10472548759209147), np.float64(0.03992330029863296), np.float64(0.6733296961674589), np.float64(-0.24586903931499576), np.float64(-0.06167099669430967), np.float64(-0.017071712273495035), np.float64(0.013771796840989649), np.float64(-0.3412200970749116), np.float64(0.02750500757185957), np.float64(0.1575332703016386), np.float64(0.6925223987368845), np.float64(0.25338640024623127), np.float64(0.6183004053105312), np.float64(-0.6788500443909721), np.float64(0.26439981770535415), np.float64(0.4615243171398141), np.float64(0.3785859791595613), np.float64(0.6214171002781692), np.float64(-0.24170644708594885), np.float64(0.2386591097112779), np.float64(0.4889705277452049), np.float64(0.5959483230000078), np.float64(0.17935108890963064), np.float64(0.4765644437868255), np.float64(0.6640753588005367), np.float64(-0.22723503534460157), np.float64(0.10658011228067732), np.float64(0.7894904372617141), np.float64(-0.21299914550469418), np.float64(-0.3016915201982935), np.float64(0.8547226750262606), np.float64(0.683563649939215), np.float64(-0.5021863854466948), np.float64(-0.13940721821478996), np.float64(-0.06218545865667985), np.float64(0.6707316882154537), np.float64(0.2841923768467584)]","[1, 0, 0, 1, 0]",4.0,"[1.0, 1.0, 1.0, 0, 0]",4.0,"[4.07547165 1.6188457  0.20953419 1.3220267  5.63115957 2.38359548
 4.5127624  0.8847224  2.23282877 0.45686983 3.11587124 1.09870909
 6.25364873 1.89926916 4.76712354 2.09003752 5.62874886 0.1886916
 3.1024599  1.31504177]",0.5416255394322882,1.0
